date,PM2.5,PM10,SO2,NO2,CO,O3,IAQI,level
2013-01-01,103.54513307178934,72.81822409812409,41.13011601731602,58.08311408730158,26.544981962481955,14.17903080808081,103.54513307178934,3
2013-01-02,94.03369448953822,66.11607653318903,17.553242027417024,34.79075153318904,22.49758207070707,15.955208874458872,94.03369448953822,2
2013-01-03,53.64912707431458,42.240902958152944,13.816379112554111,19.28815426587302,17.908577741702743,23.47001156204906,53.64912707431458,2
2013-01-04,101.13772659632035,59.93461821789322,17.65791850649351,23.091449224386718,21.28176406926407,17.143632178932176,101.13772659632035,3
2013-01-05,151.90250994640283,78.75286255411257,19.69485779220779,25.345553165584416,25.870808080808082,18.98006641414141,151.90250994640283,4
2013-01-06,192.6539254792826,86.50132196969697,22.755753499278498,25.879579410173157,28.582020202020196,21.684350162337658,192.6539254792826,4
2013-01-07,215.94398852813853,94.92763391053391,31.17544880952381,35.63787684884561,32.09294462481963,26.52331338383838,215.94398852813853,5
2013-01-08,244.8326702020202,118.89524366883117,36.971686183261184,33.74280956890331,40.950495129870134,22.81756073232323,244.8326702020202,5
2013-01-09,249.97419549062047,112.95520164141413,50.845968813131314,57.261354797979806,40.45062049062048,20.45042851731602,249.97419549062047,5
2013-01-10,254.57182987012987,117.37609018759018,27.249279617604614,60.32879387626262,39.869338924963934,14.67854568903319,254.57182987012987,5
2013-01-11,212.8382939033189,92.01261114718616,18.91911702741703,52.21684938672439,34.04406204906205,15.123622204184707,212.8382939033189,5
2013-01-12,184.33041079158934,88.26727317821067,22.90124108946609,46.49952322330448,30.020882936507938,17.379559126984127,184.33041079158934,4
2013-01-13,206.47442907647908,101.47579476911977,26.175695851370847,44.86906673881674,34.36662878787879,22.46423813131313,206.47442907647908,5
2013-01-14,202.867198989899,103.59851590909092,25.520439069264068,39.03289317279943,38.2387996031746,21.16450193001443,202.867198989899,5
2013-01-15,214.31802377344877,104.33095553751804,28.471950865800874,47.787170589826836,40.25102272727273,19.4839051046176,214.31802377344877,5
2013-01-16,243.79195977633475,126.21742011183261,31.787641305916303,37.678026785714295,42.97161165223666,21.724135425685425,243.79195977633475,5
2013-01-17,208.99516046176046,103.8651843073593,26.674256962481962,28.935742649711397,33.53500270562771,36.1139814033189,208.99516046176046,5
2013-01-18,192.5246864564008,94.61734480519479,19.376444985569982,40.6893465458153,32.23931277056277,18.234820274170275,192.5246864564008,4
2013-01-19,142.01023430735933,79.81421424963925,21.07129018759019,42.8180634920635,27.499834054834054,20.181340873015873,142.01023430735933,3
2013-01-20,129.7279688401876,73.4025446067821,17.811231601731603,36.704085452741694,26.29133387445888,15.3727341991342,129.7279688401876,3
2013-01-21,185.38823010719437,78.46290221861473,30.24063784271284,45.602514249639256,37.19741522366522,11.459760407647908,185.38823010719437,4
2013-01-22,213.5703422077922,95.88913205266957,31.09930202020202,40.36965625,40.535978535353536,20.528397601010106,213.5703422077922,5
2013-01-23,181.12150432900432,100.29484283910534,35.87126002886002,53.03205384199135,40.48190836940837,18.28429025974026,181.12150432900432,4
2013-01-24,189.0078051948052,93.9783747294372,31.38199090909091,34.7681727994228,30.85892406204906,20.22965708874459,189.0078051948052,4
2013-01-25,132.56793177308802,79.12115452741703,19.773366594516595,41.993610119047624,22.88272186147186,22.5373397005772,132.56793177308802,3
2013-01-26,181.91370779220782,102.37898214285714,30.06432038239538,39.90596798340549,30.084942279942283,25.89279164862915,181.91370779220782,4
2013-01-27,237.57380454545452,117.86914989177488,26.239868109668112,37.18480009920634,31.649387626262627,33.72712992424242,237.57380454545452,5
2013-01-28,227.0914935064935,107.82866985930735,28.50003015873016,53.773270156926415,36.39589466089466,19.463857305194804,227.0914935064935,5
2013-01-29,153.05260214388784,83.28954278499279,23.842166089466083,37.66250108225107,22.92010371572871,27.259876190476188,153.05260214388784,4
2013-01-30,146.42469917929293,76.85142002164503,18.399052994227993,28.73405266955267,26.520604256854263,23.75968196248196,146.42469917929293,3
2013-01-31,143.14994751082253,65.0737128968254,16.135056962481965,30.002048656204902,25.238070887445886,16.461116215728715,143.14994751082253,3
2013-02-01,110.71233211580086,55.91529844877344,20.313998953823955,37.84477051767677,40.331022727272725,16.308886273448774,110.71233211580086,3
2013-02-02,174.7073903834261,84.97415331890332,29.722997113997117,47.311724386724386,47.98272366522367,11.287510624098125,174.7073903834261,4
2013-02-03,137.7228674693362,72.89496147186148,20.434104617604618,37.29846730699856,42.81612734487735,10.605668668831168,137.7228674693362,3
2013-02-04,107.56999567099567,59.7335461038961,20.108405014430012,22.748816468253967,27.746340187590185,17.028508964646466,107.56999567099567,3
2013-02-05,73.17610110028859,50.02777099567099,20.92175075757576,26.455877931096683,20.680478896103892,12.062327525252524,73.17610110028859,2
2013-02-06,100.82830469877348,60.07927200577201,18.464238347763345,25.055853986291485,24.521607142857146,30.540109704184704,100.82830469877348,2
2013-02-07,67.76437599206349,42.898047402597406,18.62728921356421,19.547089871933622,19.0101443001443,25.04312157287157,67.76437599206349,2
2013-02-08,50.82451618867245,32.389917171717165,11.381224242424242,13.963867424242423,12.330349927849928,27.219520508658015,50.82451618867245,1
2013-02-09,84.05642437770562,53.347715638528136,13.95269751082251,15.113275162337661,14.946238275613277,28.455233134920633,84.05642437770562,2
2013-02-10,146.53048710317464,80.08765813492063,23.15475927128427,13.695839330808079,20.031098484848485,29.96013127705628,146.53048710317464,3
2013-02-11,160.65699592867455,83.86188607503607,27.106914754689754,27.581068226911974,26.567138347763354,27.674040331890332,160.65699592867455,4
