date,PM2.5,PM10,SO2,NO2,CO,O3,IAQI,level
2013-01-01,217.68036111111113,136.51754166666666,49.185805555555554,60.38156250000001,43.28263888888888,23.51781944444444,217.68036111111113,5
2013-01-02,161.86932539682542,96.43702777777779,33.485833333333325,47.511423611111105,30.52847222222222,19.32597222222222,161.86932539682542,4
2013-01-03,77.64472222222221,53.73465277777778,19.31811111111111,20.919027777777778,16.543055555555554,24.796583333333327,77.64472222222221,2
2013-01-04,103.4323611111111,61.12840277777778,23.31461111111111,24.42722222222222,21.67013888888889,18.55725,103.4323611111111,3
2013-01-05,97.77618055555556,55.86333333333333,22.331472222222217,21.867083333333333,23.880555555555556,16.719694444444443,97.77618055555556,2
2013-01-06,107.90486111111113,60.955777777777776,23.69,27.953472222222224,27.477777777777774,18.778958333333335,107.90486111111113,3
2013-01-07,112.56670138888887,73.9388888888889,27.225222222222218,30.849687499999998,31.795833333333334,21.42636111111111,112.56670138888887,3
2013-01-08,144.64524305555557,89.62358333333333,18.92511111111111,37.28732638888889,32.547916666666666,19.147513888888888,144.64524305555557,3
2013-01-09,168.7860317460317,103.45676388888889,22.77438888888889,33.741145833333334,35.66388888888889,25.37970833333333,168.7860317460317,4
2013-01-10,159.40242063492065,89.51704166666667,46.07722222222222,42.979895833333345,35.03888888888889,18.416305555555557,159.40242063492065,4
2013-01-11,130.12427083333333,89.76794444444444,38.388250000000006,38.17711805555556,41.08819444444444,14.425527777777779,130.12427083333333,3
2013-01-12,246.99322222222224,143.43402777777777,44.381027777777774,56.17854166666667,51.535416666666656,13.110541666666668,246.99322222222224,5
2013-01-13,314.84577777777776,168.26287499999998,48.43838888888889,37.314791666666665,55.81041666666666,15.812944444444446,314.84577777777776,6
2013-01-14,225.07025,133.74659722222225,39.85863888888889,37.65618055555555,45.64236111111111,14.637291666666664,225.07025,5
2013-01-15,167.01555555555555,99.0399861111111,25.49836111111111,34.222881944444445,32.84791666666667,18.65608333333333,167.01555555555555,4
2013-01-16,169.0852380952381,103.65248611111112,28.97841666666666,39.43722222222222,31.997916666666665,16.777916666666666,169.0852380952381,4
2013-01-17,213.48944444444444,128.31869444444447,28.379416666666668,55.288506944444435,43.520833333333336,18.53197222222222,213.48944444444444,5
2013-01-18,174.97265873015874,102.86941666666665,33.29141666666667,42.32013888888889,37.89861111111111,9.961458333333333,174.97265873015874,4
2013-01-19,181.91726190476186,108.98155555555556,38.41336111111111,37.21743055555555,40.59444444444445,12.200430555555556,181.91726190476186,4
2013-01-20,98.58715277777777,65.25526388888889,26.846222222222224,23.337916666666665,25.457638888888894,19.700805555555558,98.58715277777777,2
2013-01-21,75.83604166666666,61.857847222222226,15.133972222222221,33.42871527777778,25.122222222222224,20.72222222222222,75.83604166666666,2
2013-01-22,102.16340277777778,82.08675,19.249,40.75996527777778,24.685416666666672,25.53143055555556,102.16340277777778,3
2013-01-23,147.03923611111114,96.87469444444443,26.26097222222222,62.504375,29.274999999999995,31.112819444444444,147.03923611111114,3
2013-01-24,123.16496527777778,85.99604166666668,14.611222222222223,56.856840277777785,28.68263888888889,25.770652777777773,123.16496527777778,3
2013-01-25,148.50180555555556,109.32940277777779,30.19327777777778,50.033298611111114,33.25069444444445,21.844819444444443,148.50180555555556,3
2013-01-26,122.22156249999999,86.85472222222222,17.27338888888889,47.66645833333333,28.485416666666662,23.140499999999992,122.22156249999999,3
2013-01-27,130.69753472222223,96.11993055555556,21.997472222222218,53.895069444444445,28.204861111111114,27.788888888888888,130.69753472222223,3
2013-01-28,177.36428571428567,116.28841666666666,44.954111111111104,52.90149305555556,33.6,25.81313888888889,177.36428571428567,4
2013-01-29,203.59175,119.40372222222224,41.48588888888889,45.41343749999999,39.21527777777777,15.986555555555556,203.59175,5
2013-01-30,142.97454861111112,87.03774999999999,28.67594444444444,33.86309027777777,25.388194444444444,23.76751388888889,142.97454861111112,3
2013-01-31,182.30111111111114,109.57461111111111,31.811916666666672,50.98694444444445,30.740972222222222,16.50202777777778,182.30111111111114,4
2013-02-01,183.64289682539683,116.795125,21.33386111111111,46.01649305555556,39.35486111111111,16.076805555555556,183.64289682539683,4
2013-02-02,175.23980158730157,104.33208333333334,23.122361111111108,37.746875,33.60763888888889,21.030250000000002,175.23980158730157,4
2013-02-03,147.69107638888892,90.946,30.402749999999997,33.74930555555556,29.194444444444446,19.198930555555556,147.69107638888892,3
2013-02-04,192.718253968254,112.07076388888889,22.401805555555555,44.95263888888889,39.05833333333333,20.96688888888889,192.718253968254,4
2013-02-05,181.23063492063494,109.58643055555555,20.669055555555556,38.14256944444445,41.025,16.435152777777777,181.23063492063494,4
2013-02-06,146.4423611111111,90.04083333333334,19.09038888888889,29.739201388888887,32.795833333333334,20.033305555555554,146.4423611111111,3
2013-02-07,89.8307638888889,60.958402777777785,22.10008333333333,20.40583333333333,26.84027777777778,21.441263888888894,89.8307638888889,2
2013-02-08,40.92662698412699,37.68427777777779,17.664194444444444,11.649340277777778,18.470833333333335,23.77163888888889,40.92662698412699,1
2013-02-09,75.29979166666666,50.843902777777785,18.12036111111111,20.811875,21.918055555555558,24.938597222222214,75.29979166666666,2
2013-02-10,122.16822916666665,78.17643055555556,23.820416666666667,21.961354166666663,24.433333333333337,28.011638888888893,122.16822916666665,3
2013-02-11,79.808125,56.03419444444445,18.55763888888889,12.964166666666666,22.908333333333335,25.719541666666668,79.808125,2
2013-02-12,69.75885416666667,57.601847222222226,19.113833333333336,12.565520833333334,17.429861111111112,25.721972222222224,69.75885416666667,2
